image concentration x1 y1 x2 y2 x3 y3 x4 y4 rotation
IMG20250807165219 5 2626.252317 2161.270310 2922.278075 2155.624042 2909.372320 2375.828489 2618.992830 2382.281367 -90.000000
IMG20250807165219 6 2618.992830 2436.324216 2903.726052 2430.677948 2891.397461 2638.593262 2614.959781 2644.429517 -90.000000
IMG20250807165226 0 2625.996131 242.542346 2992.276982 250.461932 2983.940186 588.670776 2619.066493 582.094594 -90.000000
IMG20250807165226 1 2618.076545 667.230144 2986.337292 669.210040 2982.186768 1005.999084 2615.106700 999.852754 -90.000000
IMG20250807165226 2 2614.116752 1083.998355 2981.387551 1090.927993 2976.437810 1428.500345 2608.177062 1421.570707 -90.000000
IMG20250807165226 3 2609.167011 1504.726360 2977.427758 1507.696204 2972.478017 1838.338919 2605.207218 1830.419333 -90.000000
IMG20250807165226 4 2602.237373 1913.574985 2971.488069 1918.524726 2964.558431 2250.157389 2600.257476 2244.217699 -90.000000
IMG20250807165226 5 2602.237373 2325.393456 2964.558431 2328.363300 2955.648897 2651.086428 2596.297683 2652.076377 -90.000000
IMG20250807165226 6 2595.307735 2727.312443 2955.648897 2732.262185 2946.739362 3052.015468 2593.327839 3048.055675 -90.000000
IMG20250807165228 0 2562.522149 883.250709 2821.648438 909.060608 2835.362793 1090.675293 2567.114500 1067.710108 -90.000000
IMG20250807165228 1 2567.879891 1116.695177 2838.063161 1138.126144 2854.901778 1337.127986 2573.237633 1314.931627 -90.000000
IMG20250807165228 2 2572.472242 1368.509046 2862.555695 1387.643838 2877.098137 1605.780472 2580.126159 1587.411071 -90.000000
IMG20250807165228 3 2580.891550 1643.284665 2885.517446 1667.011808 2903.886847 1908.875585 2587.780075 1887.444617 -90.000000
IMG20250807165228 4 2590.076251 1950.206736 2910.775372 1970.872312 2930.675556 2239.524798 2597.730168 2221.155397 -90.000000
IMG20250807165228 5 2599.260951 2289.275259 2937.564082 2309.940834 2960.525833 2612.270555 2609.211043 2595.431938 -90.000000
IMG20250807165228 6 2613.038002 2675.032674 2969.710533 2689.575117 2992.968994 3031.322510 2624.518877 3017.162764 -90.000000
IMG20250807165230 0 2589.495115 328.586268 2955.396153 329.393997 2932.779753 672.678635 2579.171631 669.810852 -90.000000
IMG20250807165230 1 2577.379187 755.874677 2930.356568 752.643762 2912.586539 1066.850172 2569.301901 1072.504272 -90.000000
IMG20250807165230 2 2570.109630 1146.815300 2907.740168 1140.353471 2889.162411 1429.520296 2565.366943 1435.612305 -90.000000
IMG20250807165230 3 2564.455530 1503.023595 2885.123768 1498.984952 2869.014893 1761.761108 2557.185973 1760.689005 -90.000000
IMG20250807165230 4 2556.378244 1821.268647 2865.738283 1821.268647 2850.391440 2061.971758 2550.724144 2065.202673 -90.000000
IMG20250807165230 5 2551.531873 2120.128215 2846.352797 2120.128215 2833.429140 2339.830383 2545.877773 2345.484483 -90.000000
IMG20250807165230 6 2544.262316 2394.755925 2828.582769 2391.525011 2817.095947 2597.899658 2541.031402 2596.688065 -90.000000
IMG20250807165234 0 1632.760010 3017.026367 1995.184058 3015.488655 2001.050537 3353.744873 1639.010383 3349.932901 90.000000
IMG20250807165234 1 1624.799316 2598.973633 1984.791723 2597.905725 1991.405027 2929.515699 1631.452321 2934.239487 90.000000
IMG20250807165234 2 1617.985474 2187.700195 1973.573608 2185.674805 1981.957450 2512.877527 1621.059986 2520.435589 90.000000
IMG20250807165234 3 1604.054346 1777.855991 1966.841325 1767.463655 1973.652710 2103.682617 1610.667650 2106.631691 90.000000
IMG20250807165234 4 1597.441042 1369.720639 1958.338506 1366.886366 1965.896568 1690.938277 1603.109588 1697.551581 90.000000
IMG20250807165234 5 1591.772495 968.198592 1948.890928 958.751014 1959.283263 1278.079136 1596.496284 1292.250503 90.000000
IMG20250807165234 6 1587.795532 573.112061 1939.443350 558.173724 1947.946170 880.336120 1591.772495 888.838940 90.000000
IMG20250807165237 0 2622.830691 724.823024 2891.962202 747.117942 2908.201172 945.338745 2626.811926 923.088546 -90.000000
IMG20250807165237 1 2629.996914 981.214582 2912.664626 993.158289 2927.793321 1208.144999 2636.683594 1193.966187 -90.000000
IMG20250807165237 2 2637.959385 1247.957353 2932.570803 1263.086047 2949.291992 1497.182688 2644.329362 1479.665252 -90.000000
IMG20250807165237 3 2647.514350 1541.772524 2954.069474 1556.104971 2973.179404 1810.107789 2653.884327 1793.386600 -90.000000
IMG20250807165237 4 2657.865562 1864.252590 2979.549381 1876.992543 2999.455558 2154.086526 2667.420527 2142.939067 -90.000000
IMG20250807165237 5 2669.809268 2212.212562 3004.233040 2226.545010 3027.324205 2535.488875 2678.567986 2523.545169 -90.000000
IMG20250807165237 6 2679.364233 2605.558618 3033.694182 2611.928594 3058.377841 2951.926096 2694.492927 2942.371131 -90.000000
IMG20250807165240 0 1754.338601 2670.416015 2097.487081 2691.330256 2066.503020 3022.085111 1714.059322 3001.945471 90.000000
IMG20250807165240 1 1800.040092 2296.283474 2124.598135 2307.902497 2103.683893 2611.546298 1762.084617 2594.505065 90.000000
IMG20250807165240 2 1836.446364 1950.036588 2154.032993 1962.430213 2133.893353 2242.061367 1803.913100 2226.569336 90.000000
IMG20250807165240 3 1872.852636 1638.646772 2176.496437 1651.814998 2157.906001 1901.236692 1842.643176 1887.293864 90.000000
IMG20250807165240 4 1908.612793 1356.313965 2198.185280 1364.437829 2179.721680 1595.097046 1881.373253 1581.326258 90.000000
IMG20250807165240 5 1940.242970 1093.327292 2219.874123 1101.073307 2202.832889 1310.990323 1914.681119 1300.145902 90.000000
IMG20250807165240 6 1971.762207 845.842102 2236.915357 857.073824 2222.972529 1049.175005 1949.891724 1039.645264 90.000000
IMG20250807165246 0 1645.473976 2898.019789 2017.891361 2895.056255 2013.939983 3238.826149 1644.486132 3230.923392 90.000000
IMG20250807165246 1 1645.473976 2475.222333 2012.952138 2476.210178 2011.964294 2812.077315 1645.473976 2813.065160 90.000000
IMG20250807165246 2 1644.486132 2053.412722 2010.607910 2054.895752 2009.988605 2389.279860 1643.498287 2391.255549 90.000000
IMG20250807165246 3 1643.498287 1634.566645 2009.988605 1635.554490 2009.988605 1970.433783 1642.510443 1969.445938 90.000000
IMG20250807165246 4 1647.837402 1225.446899 2011.964294 1226.586858 2010.976449 1554.551239 1646.461821 1556.526928 90.000000
IMG20250807165246 5 1648.958740 816.363220 2009.988605 815.643536 2010.976449 1143.607918 1647.449665 1146.571451 90.000000
IMG20250807165246 6 1650.413199 416.554350 2011.964294 417.542194 2013.939983 737.603819 1649.425354 740.567353 90.000000
IMG20250807165249 0 1787.457611 2570.972713 2071.782632 2580.748931 2080.744166 2789.308259 1802.936624 2776.273301 90.000000
IMG20250807165249 1 1759.758326 2295.609225 2059.562359 2305.385444 2073.564453 2530.030518 1780.940132 2519.647566 90.000000
IMG20250807165249 2 1734.503095 1999.063931 2044.083347 2006.396095 2058.747674 2246.728133 1754.055532 2241.025339 90.000000
IMG20250807165249 3 1701.915700 1674.004666 2028.604334 1682.966200 2042.453977 1944.480044 1725.541561 1937.147881 90.000000
IMG20250807165249 4 1673.960815 1318.357422 2014.754691 1326.948910 2029.419019 1612.088616 1697.842275 1609.644561 90.000000
IMG20250807165249 5 1637.407227 929.020691 1996.016939 937.529540 2010.419556 1252.456421 1665.254880 1245.480423 90.000000
IMG20250807165249 6 1601.060547 502.080475 1974.835132 500.043763 1996.480469 856.058960 1630.223431 852.802313 90.000000
IMG20250807165253 0 2593.917701 488.611819 2952.944629 508.513533 2913.937269 843.658403 2561.278890 822.164552 -90.000000
IMG20250807165253 1 2554.114272 902.567478 2902.792309 918.488849 2868.561360 1227.363457 2531.028284 1211.442085 -90.000000
IMG20250807165253 2 2523.863666 1285.476463 2859.804605 1298.213560 2827.165794 1579.225767 2503.961952 1563.304396 -90.000000
IMG20250807165253 3 2500.777678 1629.378088 2819.205108 1646.095528 2791.342708 1900.837472 2480.079895 1885.712169 -90.000000
IMG20250807165253 4 2473.711346 1947.009449 2782.585954 1960.542615 2756.315691 2200.955325 2456.993906 2185.033954 -90.000000
IMG20250807165253 5 2453.013563 2242.350891 2747.558936 2253.495851 2721.621094 2472.452148 2437.092192 2459.677612 -90.000000
IMG20250807165253 6 2429.927575 2513.014207 2716.512262 2523.363098 2693.006836 2727.554688 2416.394409 2716.807762 -90.000000
IMG20250807165258 0 2624.364941 268.490734 2988.951226 274.435075 2985.979055 608.308928 2625.355665 608.308928 -90.000000
IMG20250807165258 1 2622.383494 691.529711 2990.932673 691.529711 2989.941949 1026.394287 2625.355665 1029.366458 -90.000000
IMG20250807165258 2 2627.337112 1110.605793 2991.923397 1105.652175 2990.932673 1440.516752 2631.300006 1442.498199 -90.000000
IMG20250807165258 3 2627.337112 1522.746810 2992.914120 1524.728258 2992.914120 1853.648493 2628.327836 1854.639216 -90.000000
IMG20250807165258 4 2629.318559 1930.924933 2993.904844 1930.924933 2990.932673 2259.845168 2631.300006 2262.817339 -90.000000
IMG20250807165258 5 2631.300006 2343.065951 2993.904844 2338.112333 2988.951226 2662.078950 2634.272177 2665.051121 -90.000000
IMG20250807165258 6 2632.290730 2744.309008 2988.951226 2740.346114 2987.960502 3057.377666 2635.262901 3061.340560 -90.000000
IMG20250807165300 0 2495.989375 742.875754 2764.819793 753.035043 2789.045790 942.154116 2512.400534 935.120762 -90.000000
IMG20250807165300 1 2517.870921 984.354240 2796.860627 988.261659 2824.994043 1193.791891 2535.063564 1192.228923 -90.000000
IMG20250807165300 2 2541.315434 1243.806852 2832.027397 1245.369820 2864.068232 1472.000114 2562.415496 1470.437146 -90.000000
IMG20250807165300 3 2566.322914 1527.485462 2872.121826 1527.164551 2907.831323 1776.778785 2588.204460 1778.341753 -90.000000
IMG20250807165300 4 2592.893363 1838.516003 2917.209128 1837.734519 2954.720349 2110.472356 2616.337876 2116.724226 -90.000000
IMG20250807165300 5 2624.934197 2184.713315 2963.316671 2180.024412 3005.516795 2484.021599 2650.723162 2491.054953 -90.000000
IMG20250807165300 6 2657.756516 2565.295912 3013.331632 2560.607009 3063.346594 2895.863548 2690.578834 2909.930255 -90.000000
IMG20250807165303 0 1746.913705 2631.735897 2088.849967 2640.694925 2061.850586 2965.833008 1709.584419 2954.260929 90.000000
IMG20250807165303 1 1780.510063 2266.655478 2107.514610 2270.388406 2091.836310 2565.289767 1751.393220 2558.570496 90.000000
IMG20250807165303 2 1817.839349 1932.185073 2129.912182 1938.904345 2115.727053 2203.195691 1790.215677 2197.223005 90.000000
IMG20250807165303 3 1852.182292 1628.324684 2148.576825 1636.537127 2132.151939 1877.684315 1827.544964 1870.965044 90.000000
IMG20250807165303 4 1879.805964 1352.087966 2165.748296 1355.820895 2150.816582 1578.303440 1856.661807 1575.317097 90.000000
IMG20250807165303 5 1909.669393 1098.248820 2179.933425 1102.728334 2168.734639 1305.053065 1885.778650 1302.066722 90.000000
IMG20250807165303 6 1934.306722 864.567488 2193.130371 867.927124 2182.173182 1057.186605 1914.148908 1051.213919 90.000000
IMG20250807165307 0 1700.635551 2803.634961 2069.514293 2806.625870 2063.532475 3152.574311 1695.650703 3142.604616 90.000000
IMG20250807165307 1 1698.641612 2388.895619 2067.520354 2388.895619 2066.523384 2723.877395 1697.644642 2724.874365 90.000000
IMG20250807165307 2 1698.641612 1971.165369 2066.523384 1974.156277 2068.517323 2311.131993 1700.635551 2308.141084 90.000000
IMG20250807165307 3 1698.641612 1560.413905 2065.526414 1561.410875 2068.517323 1892.404772 1699.638581 1891.407803 90.000000
IMG20250807165307 4 1702.629490 1150.659411 2065.526414 1150.659411 2067.520354 1483.647248 1701.632521 1480.656339 90.000000
IMG20250807165307 5 1704.623429 748.880674 2065.526414 749.877643 2067.520354 1073.892754 1703.626460 1073.892754 90.000000
IMG20250807165307 6 1708.611308 351.089814 2064.529445 348.098906 2066.523384 667.129169 1707.614338 672.114017 90.000000
IMG20250807165309 0 2555.246612 818.876132 2831.124394 839.101776 2843.259780 1034.886008 2559.291741 1019.514519 -90.000000
IMG20250807165309 1 2559.291741 1070.483141 2846.495883 1084.236579 2864.294450 1299.437429 2565.763947 1282.447888 -90.000000
IMG20250807165309 2 2567.381998 1340.697742 2868.339578 1351.215077 2886.947171 1586.641571 2573.045179 1572.079108 -90.000000
IMG20250807165309 3 2573.854204 1630.328962 2894.228403 1644.891425 2914.739502 1906.943237 2583.562513 1893.262331 -90.000000
IMG20250807165309 4 2583.562513 1955.557314 2919.308201 1971.737829 2940.342870 2259.750997 2591.652771 2245.188534 -90.000000
IMG20250807165309 5 2592.461797 2318.000852 2946.815076 2330.945264 2971.894875 2650.510436 2603.788157 2640.802127 -90.000000
IMG20250807165309 6 2600.552054 2721.704702 2974.321952 2735.458140 3003.446879 3089.002394 2614.305492 3084.148239 -90.000000
IMG20250807165311 0 1716.623901 2620.666992 2061.404542 2624.846355 2035.935913 2948.803955 1679.186526 2938.042477 90.000000
IMG20250807165311 1 1751.919275 2250.050048 2078.474473 2253.760902 2063.021973 2548.061035 1721.490268 2540.238872 90.000000
IMG20250807165311 2 1788.663330 1920.931519 2098.513088 1924.237020 2085.154011 2185.481179 1760.825326 2181.770324 90.000000
IMG20250807165311 3 1817.230314 1617.720436 2116.325189 1622.915633 2105.934797 1861.152493 1791.996504 1856.699468 90.000000
IMG20250807165311 4 1845.432809 1341.632859 2130.426436 1348.312398 2120.036044 1568.737157 1823.167682 1562.799789 90.000000
IMG20250807165311 5 1872.175537 1091.324463 2143.785513 1097.458632 2133.395120 1294.876092 1850.725830 1294.064453 90.000000
IMG20250807165311 6 1895.900430 861.448284 2156.402418 862.932626 2146.012025 1049.217523 1878.088329 1046.991010 90.000000
IMG20250901143406 0 1200.294426 1611.621836 1470.109863 1612.269043 1455.453125 1945.273804 1186.846198 1938.862037 0.000000
IMG20250901143406 1 1540.086305 1607.139094 1846.705890 1618.794224 1831.464566 1948.724070 1526.638078 1943.344779 0.000000
IMG20250901143406 2 1920.222867 1621.483870 2219.670064 1628.656258 2211.601128 1950.517167 1906.774640 1949.620619 0.000000
IMG20250901143406 3 2291.393944 1626.863161 2590.841141 1633.139000 2588.151495 1954.999910 2287.807750 1951.413716 0.000000
IMG20250901143406 4 2660.771924 1632.242452 2960.219121 1638.518291 2969.184606 1963.965395 2666.151214 1956.793007 0.000000
IMG20250901143406 5 3033.736097 1637.621743 3331.390198 1645.690679 3340.355682 1971.137783 3040.908485 1965.758492 0.000000
IMG20250901143406 6 3402.217529 1647.483776 3684.630304 1659.138907 3706.147468 1977.413622 3413.872659 1972.034331 0.000000
IMG20250901143409 0 1280.096924 1644.712646 1545.107087 1644.570989 1531.851199 1972.433282 1268.500895 1964.479749 0.000000
IMG20250901143409 1 1615.805156 1641.919812 1914.504495 1653.408248 1901.248607 1979.503089 1603.432994 1974.200733 0.000000
IMG20250901143409 2 1987.853741 1655.175700 2280.366999 1660.478055 2273.297192 1983.921718 1974.597853 1980.386814 0.000000
IMG20250901143409 3 2352.832519 1662.245507 2643.549561 1668.324829 2644.462051 1986.572895 2352.209473 1982.200073 0.000000
IMG20250901143409 4 2716.927571 1667.547862 3009.440829 1676.385120 3014.792480 1997.029907 2717.811297 1989.224073 0.000000
IMG20250901143409 5 3081.022624 1675.501394 3377.954511 1681.687475 3385.430664 2006.923340 3092.511060 1999.828783 0.000000
IMG20250901143409 6 3451.534668 1686.193481 3728.793675 1698.478267 3750.003096 2021.038204 3462.792193 2006.014864 0.000000
IMG20250901143412 0 1320.719380 1651.777421 1585.729543 1651.635764 1570.961572 1974.982249 1311.331093 1969.683668 0.000000
IMG20250901143412 1 1652.895224 1650.750781 1951.594563 1662.239217 1934.797482 1982.930121 1638.960031 1978.514636 0.000000
IMG20250901143412 2 2017.879034 1664.006668 2310.392292 1669.309024 2300.399586 1989.994896 2008.094522 1982.930121 0.000000
IMG20250901143412 3 2379.325425 1670.193378 2670.042467 1676.272701 2666.884786 1991.761089 2374.579723 1987.345605 0.000000
IMG20250901143412 4 2739.004993 1676.378830 3031.518251 1685.216089 3036.019278 2003.241349 2743.714214 1994.410380 0.000000
IMG20250901143412 5 3102.216948 1685.215460 3399.148836 1691.401541 3403.387575 2012.955414 3109.316318 2007.656833 0.000000
IMG20250901143412 6 3464.781121 1695.907547 3745.146063 1710.053188 3767.223485 2025.318770 3476.038646 2015.728930 0.000000
IMG20250901143418 0 1297.121837 1655.273353 1562.132001 1655.131697 1547.364030 1978.478181 1287.733550 1973.179600 0.000000
IMG20250901143418 1 1625.801749 1652.498747 1924.501088 1663.987183 1907.704007 1984.678087 1611.866556 1980.262603 0.000000
IMG20250901143418 2 1988.163610 1668.376584 2280.676868 1673.678939 2270.684162 1994.364811 1978.379098 1987.300036 0.000000
IMG20250901143418 3 2351.357967 1675.437277 2642.075009 1681.516599 2638.917329 1997.004988 2346.612265 1992.589503 0.000000
IMG20250901143418 4 2711.037535 1680.748746 3003.550793 1689.586004 3003.799284 2008.898463 2715.746756 1998.780295 0.000000
IMG20250901143418 5 3072.843946 1691.642613 3367.376236 1699.508461 3374.368100 2020.260243 3078.961827 2013.268379 0.000000
IMG20250901143418 6 3435.546914 1700.382444 3714.347510 1716.988122 3736.634078 2029.688686 3448.656660 2019.386260 0.000000
IMG20250901143423 0 1236.968775 1748.229867 1489.892627 1743.745401 1478.233017 2065.730022 1227.102951 2063.039342 0.000000
IMG20250901143423 1 1558.953395 1742.848508 1848.649864 1749.126760 1834.299574 2066.626915 1548.190678 2062.142449 0.000000
IMG20250901143423 2 1915.916846 1752.714332 2204.716422 1756.301905 2198.438170 2069.317594 1907.844808 2066.626915 0.000000
IMG20250901143423 3 2273.777190 1754.508118 2558.989193 1755.405012 2560.782979 2068.420701 2270.189617 2066.626915 0.000000
IMG20250901143423 4 2627.153068 1755.405012 2920.139736 1759.543665 2921.334002 2072.905166 2632.335699 2068.737957 0.000000
IMG20250901143423 5 2986.807198 1757.198798 3275.606774 1763.477049 3285.472598 2080.080311 2993.982343 2077.389632 0.000000
IMG20250901143423 6 3344.063819 1765.855640 3622.704401 1775.136660 3647.817407 2085.461670 3354.533366 2076.492739 0.000000
IMG20250901143426 0 1300.189205 1711.007190 1554.139740 1709.285491 1542.087850 2026.078023 1287.276466 2022.634626 0.000000
IMG20250901143426 1 1622.146832 1711.007190 1909.670488 1717.893984 1895.896900 2032.103967 1609.234093 2026.938872 0.000000
IMG20250901143426 2 1980.260129 1719.615682 2266.062086 1724.780778 2259.175292 2033.825666 1969.069088 2030.382269 0.000000
IMG20250901143426 3 2335.790877 1722.198230 2623.314534 1729.085024 2621.592835 2041.573309 2329.764932 2037.269063 0.000000
IMG20250901143426 4 2691.423340 1728.523560 2979.706132 1734.250120 2985.732076 2048.460104 2693.904174 2042.434159 0.000000
IMG20250901143426 5 3051.156621 1733.389271 3340.401976 1740.276065 3349.871318 2057.068596 3058.043415 2052.764350 0.000000
IMG20250901143426 6 3410.130767 1740.276065 3684.741684 1753.188804 3709.706313 2063.094541 3423.904355 2057.068596 0.000000
IMG20250901143429 0 1355.361984 1737.731505 1609.312519 1736.009806 1597.260629 2052.802338 1342.449245 2049.358941 0.000000
IMG20250901143429 1 1668.698865 1734.283206 1956.222521 1741.170000 1942.448933 2055.379984 1655.786126 2050.214888 0.000000
IMG20250901143429 2 2018.191414 1744.615848 2303.993372 1749.780944 2297.106578 2058.825832 2007.000374 2055.382435 0.000000
IMG20250901143429 3 2369.611225 1749.551180 2652.371720 1753.861553 2654.957944 2059.898064 2365.300852 2057.311840 0.000000
IMG20250901143429 4 2719.009730 1750.937502 3007.292521 1756.664062 3010.994786 2065.070512 2723.923918 2059.035989 0.000000
IMG20250901143429 5 3074.432637 1754.941138 3363.677992 1761.827932 3373.928226 2074.553333 3081.684909 2070.242960 0.000000
IMG20250901143429 6 3431.687229 1762.482300 3706.689052 1777.137569 3730.827143 2079.725782 3444.618349 2076.277483 0.000000
IMG20250901143434 0 1315.557787 2038.085063 1558.094412 2020.552295 1577.818776 2179.808271 1330.898959 2198.071571 -90.000000
