image concentration x1 y1 x2 y2 x3 y3 x4 y4 rotation
IMG_2969 6 1455.197992 545.463189 1451.201603 262.821713 1787.500535 265.512105 1793.778115 540.828831 90.000000
IMG_2970 0 1487.965781 2799.850218 1488.464612 2498.777491 1825.161511 2495.835983 1831.439091 2798.953421 90.000000
IMG_2970 1 1488.855431 2425.882775 1483.076681 2120.774461 1826.947957 2109.313380 1829.638349 2421.398789 90.000000
IMG_2970 2 1483.483002 2048.330901 1480.394645 1732.909420 1822.899285 1728.807453 1826.477311 2040.095686 90.000000
IMG_2970 3 1482.574920 1669.878833 1478.589765 1364.770519 1817.532247 1360.270808 1819.321260 1664.402991 90.000000
IMG_2970 4 1479.893423 1298.603628 1469.585874 992.194933 1809.017979 990.105407 1816.192356 1295.913237 90.000000
IMG_2970 5 1468.238730 921.956707 1460.167556 618.839270 1795.169586 611.568936 1805.009157 916.595625 90.000000
IMG_2970 6 1455.197992 545.463189 1451.201603 262.821713 1787.500535 265.512105 1793.778115 540.828831 90.000000
IMG_2971 0 2107.951524 3966.037808 2108.658201 3539.518112 2585.645474 3535.350976 2594.538712 3964.767346 90.000000
IMG_2971 1 2109.211860 3436.250598 2101.025299 3004.013820 2588.176273 2987.777288 2591.987661 3429.898285 90.000000
IMG_2971 2 2101.600920 2901.385444 2097.225747 2454.538345 2582.440654 2448.727225 2587.509524 2889.718889 90.000000
IMG_2971 3 2100.314470 2365.245014 2094.668834 1933.008235 2574.837350 1926.633645 2577.371784 2357.487570 90.000000
IMG_2971 4 2096.515683 1839.271806 2081.913321 1405.192822 2562.775470 1402.232660 2572.939171 1835.460419 90.000000
IMG_2971 5 2080.004868 1305.688669 2068.570704 876.272299 2543.156914 865.972659 2557.096306 1298.093801 90.000000
IMG_2971 6 2061.530488 772.322852 2055.868938 371.914094 2532.292425 375.725482 2541.185664 765.757510 90.000000
IMG_2972 0 1487.965781 2799.850218 1488.464612 2498.777491 1825.161511 2495.835983 1831.439091 2798.953421 90.000000
IMG_2972 1 1488.855431 2425.882775 1483.076681 2120.774461 1826.947957 2109.313380 1829.638349 2421.398789 90.000000
IMG_2972 2 1483.483002 2048.330901 1480.394645 1732.909420 1822.899285 1728.807453 1826.477311 2040.095686 90.000000
IMG_2972 3 1482.574920 1669.878833 1478.589765 1364.770519 1817.532247 1360.270808 1819.321260 1664.402991 90.000000
IMG_2972 4 1479.893423 1298.603628 1469.585874 992.194933 1809.017979 990.105407 1816.192356 1295.913237 90.000000
IMG_2972 5 1468.238730 921.956707 1460.167556 618.839270 1795.169586 611.568936 1805.009157 916.595625 90.000000
IMG_2972 6 1455.197992 545.463189 1451.201603 262.821713 1787.500535 265.512105 1793.778115 540.828831 90.000000
IMG_2973 0 1630.236562 2118.002306 1623.692793 1986.444977 1858.734864 1989.659428 1861.733529 2117.402573 90.000000
IMG_2973 1 1618.841634 1949.477312 1607.494297 1809.445219 1859.334597 1800.143776 1862.333262 1953.075710 90.000000
IMG_2973 2 1602.648841 1773.755521 1587.697525 1604.840998 1854.536732 1590.836933 1859.334597 1760.561394 90.000000
IMG_2973 3 1582.857649 1558.451347 1564.896506 1359.443643 1847.939668 1358.140501 1855.136465 1548.255885 90.000000
IMG_2973 4 1558.268593 1313.160520 1531.294588 1104.444977 1841.942338 1103.253944 1849.139134 1310.761588 90.000000
IMG_2973 5 1526.482740 1054.075832 1497.692793 811.046530 1826.949011 812.383403 1839.543405 1055.875031 90.000000
IMG_2973 6 1488.099824 754.209295 1460.492477 458.840756 1810.156485 447.745694 1824.550078 754.809028 90.000000
IMG_2974 0 2309.501797 3000.086600 2300.231457 2813.713718 2633.207723 2818.267523 2637.455833 2999.236978 90.000000
IMG_2974 1 2293.358981 2761.342859 2277.283587 2562.964061 2634.057345 2549.787017 2638.305455 2766.440590 90.000000
IMG_2974 2 2270.419191 2512.403655 2249.238160 2273.108080 2627.260370 2253.268989 2634.057345 2493.711974 90.000000
IMG_2974 3 2242.381670 2207.389409 2216.936717 1925.461827 2617.914530 1923.615709 2628.109992 2192.945837 90.000000
IMG_2974 4 2207.547174 1859.894070 2169.334000 1564.213718 2609.418311 1562.526421 2619.613774 1856.495583 90.000000
IMG_2974 5 2162.517216 1492.857429 2121.731457 1148.565917 2588.177765 1150.459821 2606.019824 1495.406294 90.000000
IMG_2974 6 2108.141417 1068.046501 2069.031009 649.607737 2564.388353 633.889733 2584.779278 1068.896123 90.000000
IMG_2975 0 2318.764489 3005.981041 2309.494149 2819.608159 2642.470416 2824.161964 2646.718525 3005.131419 90.000000
IMG_2975 1 2295.043107 2766.395236 2278.967713 2568.016438 2635.741471 2554.839394 2639.989580 2771.492967 90.000000
IMG_2975 2 2275.471569 2519.982221 2254.290538 2280.686646 2632.312748 2260.847556 2639.109723 2501.290541 90.000000
IMG_2975 3 2244.907859 2217.494164 2219.462906 1935.566583 2620.440719 1933.720465 2630.285908 2200.547836 90.000000
IMG_2975 4 2217.675067 1869.617100 2176.912567 1582.739103 2609.234335 1576.579196 2620.181153 1865.406786 90.000000
IMG_2975 5 2166.309227 1505.003846 2127.625897 1167.091302 2594.072206 1168.985206 2606.708146 1505.845909 90.000000
IMG_2975 6 2109.825543 1081.519508 2070.715135 663.080744 2566.072479 647.362740 2586.463404 1082.369130 90.000000
IMG_2976 0 1636.774933 2119.793113 1630.231164 1988.235785 1865.273235 1991.450235 1868.271900 2119.193380 90.000000
IMG_2976 1 1620.030429 1953.043696 1608.683091 1813.011604 1860.523391 1803.710161 1863.522057 1956.642095 90.000000
IMG_2976 2 1606.215225 1779.105098 1591.263909 1610.190574 1858.103116 1596.186510 1862.900981 1765.910970 90.000000
IMG_2976 3 1584.640842 1564.399129 1566.679698 1365.391424 1849.722860 1364.088282 1856.672406 1552.437015 90.000000
IMG_2976 4 1564.825201 1320.023835 1536.051671 1117.521720 1841.219978 1113.173550 1848.947144 1317.051849 90.000000
IMG_2976 5 1529.159455 1062.649774 1501.853575 824.123272 1831.109792 825.460145 1840.029280 1063.244171 90.000000
IMG_2976 6 1487.511138 763.719653 1459.903791 468.351114 1809.567798 457.256052 1823.961392 764.319386 90.000000
IMG_2977 0 1635.788859 2118.040420 1629.028712 1986.955030 1861.388250 1987.680877 1869.126488 2112.683179 90.000000
IMG_2977 1 1624.662355 1948.585566 1610.193149 1809.701410 1859.602503 1802.558421 1863.769246 1956.132677 90.000000
IMG_2977 2 1603.050161 1776.962712 1587.657168 1608.855284 1857.221507 1591.840256 1864.959744 1764.462482 90.000000
IMG_2977 3 1585.192689 1563.268302 1566.623961 1363.007265 1850.078518 1359.097876 1856.031009 1551.958570 90.000000
IMG_2977 4 1557.215983 1318.025691 1533.685649 1111.602515 1837.578288 1111.474270 1850.078518 1318.025691 90.000000
IMG_2977 5 1529.239278 1061.473349 1498.166974 821.802589 1828.054303 821.587980 1840.554533 1063.259096 90.000000
IMG_2977 6 1486.976595 765.634569 1457.985928 464.736172 1808.411084 457.295559 1822.697062 763.253573 90.000000
IMG_2978 0 2318.204817 3006.838736 2308.627943 2821.134433 2637.803955 2822.162717 2648.766459 2999.249310 90.000000
IMG_2978 1 2303.279538 2763.428622 2282.781497 2566.676068 2636.111414 2556.556834 2642.014301 2774.120363 90.000000
IMG_2978 2 2278.523136 2518.621711 2256.716397 2280.469521 2632.584294 2257.065622 2636.770632 2500.710486 90.000000
IMG_2978 3 2248.201446 2218.399765 2221.895747 1934.696631 2623.456370 1929.158329 2631.889065 2202.377645 90.000000
IMG_2978 4 2211.916850 1868.460931 2178.582209 1576.028097 2609.096781 1575.846417 2623.374351 1864.387129 90.000000
IMG_2978 5 2168.096846 1505.011780 2124.077748 1165.478202 2591.418131 1165.174174 2609.126791 1507.541588 90.000000
IMG_2978 6 2106.550176 1085.906841 2065.480065 659.634113 2561.915703 649.093244 2582.154171 1082.533763 90.000000
IMG_2979 0 1638.156694 2120.991696 1631.396547 1989.906306 1863.756086 1990.632153 1867.890229 2115.365090 90.000000
IMG_2979 1 1625.844380 1949.765067 1611.375174 1810.880911 1860.784528 1803.737922 1864.951271 1957.312178 90.000000
IMG_2979 2 1608.369272 1778.144737 1592.976280 1610.037309 1858.294796 1593.516910 1861.375211 1762.961849 90.000000
IMG_2979 3 1588.929008 1565.142215 1568.396998 1365.962328 1851.851555 1362.052938 1854.860194 1551.519905 90.000000
IMG_2979 4 1563.461211 1315.794712 1537.230462 1112.784539 1841.123100 1112.656294 1845.976078 1313.425614 90.000000
IMG_2979 5 1530.421303 1059.694002 1499.348998 820.023242 1827.023299 821.837900 1838.276512 1061.116739 90.000000
IMG_2979 6 1486.976595 763.855222 1457.985928 462.956825 1808.411084 455.516212 1822.697062 761.474226 90.000000
IMG_2980 0 1523.328203 1159.916900 1531.512086 1049.148440 1753.135835 1051.806883 1756.680425 1158.735370 90.000000
IMG_2980 1 1510.331370 1350.734034 1517.730581 1198.973076 1759.634251 1190.636687 1759.043486 1346.007913 90.000000
IMG_2980 2 1492.608417 1559.864887 1500.995249 1386.200658 1757.271191 1384.998411 1754.317365 1557.501826 90.000000
IMG_2980 3 1466.023986 1770.177270 1483.475123 1597.446906 1753.726600 1595.901559 1749.591244 1781.401807 90.000000
IMG_2980 4 1435.894965 2028.341627 1456.899733 1815.976121 1750.772774 1826.299956 1745.455888 2032.476983 90.000000
IMG_2980 5 1401.570639 2345.173903 1426.442723 2085.055079 1744.865123 2082.692018 1736.594411 2330.222604 90.000000
IMG_2980 6 1362.049325 2691.180092 1392.178346 2400.523653 1731.277525 2390.480646 1723.006814 2689.407797 90.000000
IMG_2981 0 2172.121453 1644.454609 2183.715288 1487.532624 2502.175930 1495.397040 2500.520263 1642.751363 90.000000
IMG_2981 1 2152.830287 1908.485845 2165.847155 1698.956357 2500.520263 1689.937860 2499.692430 1903.518845 90.000000
IMG_2981 2 2123.028289 2204.022324 2137.999602 1963.367599 2501.057186 1961.664416 2493.897597 2203.194491 90.000000
IMG_2981 3 2085.973480 2504.850965 2110.695923 2260.149617 2493.552183 2257.960376 2487.693762 2520.752393 90.000000
IMG_2981 4 2034.184534 2864.788972 2063.941288 2563.937839 2480.261430 2578.563272 2472.729175 2870.647393 90.000000
IMG_2981 5 1987.214071 3310.323363 2022.449524 2941.821696 2473.547924 2938.474027 2461.831083 3289.142356 90.000000
IMG_2981 6 1922.947211 3798.843131 1965.629991 3387.079843 2446.020495 3372.852249 2434.303653 3796.332380 90.000000
IMG_2982 0 2177.879166 1613.198452 2189.473001 1456.276467 2507.933643 1464.140883 2506.277976 1611.495207 90.000000
IMG_2982 1 2155.395706 1880.290904 2174.894990 1670.167792 2504.971138 1661.497810 2504.148608 1883.581026 90.000000
IMG_2982 2 2126.607140 2179.691980 2145.402376 1937.046625 2506.616199 1937.868034 2496.745834 2178.869450 90.000000
IMG_2982 3 2081.367967 2479.915587 2115.631106 2234.651173 2500.035956 2237.269110 2486.875469 2494.721135 90.000000
IMG_2982 4 2035.306263 2841.828976 2068.876471 2542.552047 2486.052938 2561.346100 2472.892451 2851.699342 90.000000
IMG_2982 5 1988.036602 3290.582633 2023.272055 2922.080965 2472.069921 2926.549611 2453.974252 3276.947574 90.000000
IMG_2982 6 1920.152003 3775.401014 1973.032765 3368.161643 2444.103886 3360.845678 2421.073034 3781.158727 90.000000
IMG_2983 0 1550.174888 1139.606456 1558.358771 1028.837996 1783.154519 1034.389348 1781.985813 1138.404165 90.000000
IMG_2983 1 1531.968134 1329.310342 1545.732335 1180.988145 1778.727263 1174.868158 1778.146653 1331.632781 90.000000
IMG_2983 2 1511.646794 1540.068259 1524.914019 1368.789185 1779.888482 1369.369003 1772.921166 1539.487650 90.000000
IMG_2983 3 1479.129241 1750.238748 1503.314986 1577.110927 1774.659586 1578.958883 1765.369830 1760.689723 90.000000
IMG_2983 4 1447.199116 2008.043099 1470.895733 1796.788796 1765.373239 1810.055186 1756.083484 2015.010416 90.000000
IMG_2983 5 1413.248277 2323.058329 1438.120362 2062.939505 1754.918855 2066.093843 1742.145442 2313.433581 90.000000
IMG_2983 6 1365.329736 2667.619145 1402.657333 2380.156059 1735.178125 2374.991848 1718.921053 2671.683413 90.000000
IMG_2984 0 1550.174888 1135.513959 1558.749101 1019.776037 1787.928960 1027.961032 1787.344318 1137.289179 90.000000
IMG_2984 1 1533.722061 1326.971772 1548.225536 1174.121656 1785.005748 1170.029159 1782.082535 1327.882633 90.000000
IMG_2984 2 1512.816079 1540.068259 1526.083304 1368.789185 1781.057767 1369.369003 1774.090451 1539.487650 90.000000
IMG_2984 3 1482.637096 1755.500531 1506.822841 1582.372709 1778.167441 1584.220665 1768.877685 1765.951506 90.000000
IMG_2984 4 1453.045541 2013.304882 1476.742158 1802.050579 1771.219664 1815.316969 1759.866120 2024.776490 90.000000
IMG_2984 5 1419.094702 2334.166537 1443.966787 2074.047712 1760.765280 2077.202050 1745.834700 2327.036661 90.000000
IMG_2984 6 1372.832787 2681.914657 1407.911337 2393.101263 1740.572918 2389.008765 1726.541498 2687.761081 90.000000
IMG_2985 0 2194.399256 1603.182602 2205.656654 1443.004676 2532.773650 1457.300278 2530.389281 1605.697497 90.000000
IMG_2985 1 2172.772920 1879.460010 2193.319510 1662.922347 2528.758143 1657.124642 2524.616925 1880.750397 90.000000
IMG_2985 2 2142.315194 2178.823948 2161.110429 1936.178593 2522.324253 1937.000001 2512.453887 2178.001417 90.000000
IMG_2985 3 2098.720717 2482.337830 2132.983855 2237.073416 2517.388705 2239.691353 2504.228219 2497.143378 90.000000
IMG_2985 4 2055.117511 2851.765249 2088.687719 2552.488320 2505.864187 2571.282372 2489.780000 2868.016694 90.000000
IMG_2985 5 2010.384161 3302.114672 2045.619614 2933.613004 2494.417480 2938.081649 2473.265826 3292.014014 90.000000
IMG_2985 6 1941.482778 3794.757841 1991.177390 3385.605534 2462.447963 3379.807829 2442.570118 3803.040277 90.000000
IMG_2986 0 1551.359109 1120.688281 1562.253113 1006.139387 1789.314524 1012.660733 1788.528538 1122.463502 90.000000
IMG_2986 1 1536.093460 1313.336230 1551.581819 1159.094593 1787.377146 1156.393617 1784.453934 1314.247092 90.000000
IMG_2986 2 1515.186738 1525.244800 1528.453963 1353.965726 1783.428427 1354.545544 1779.828930 1528.439918 90.000000
IMG_2986 3 1483.228467 1740.675593 1507.414211 1567.547772 1778.758812 1569.395727 1769.469056 1751.126568 90.000000
IMG_2986 4 1453.635433 2001.447889 1477.332050 1790.193586 1771.809557 1803.459976 1760.456013 2012.919497 90.000000
IMG_2986 5 1420.873251 2322.898697 1445.745335 2062.779873 1762.543829 2065.934210 1747.613249 2315.768821 90.000000
IMG_2986 6 1369.272732 2668.275418 1404.351282 2379.462025 1737.012863 2375.369527 1722.981443 2674.121843 90.000000
